id,case_numbe,QUAD
7388945,1.01004E+11,NW
7388949,1.01004E+11,NW
7388974,1.01004E+11,NW
7388983,1.01004E+11,NW
7389034,1.01004E+11,NE
7389085,391439-101003885652,NE
7389131,1.01004E+11,SW
7389189,1.01004E+11,NW
7389268,1.01004E+11,NE
7389273,1.01004E+11,SW
7389384,1.01004E+11,NW
7389386,1.01004E+11,NW
7389434,1.01004E+11,NW
7389553,1.01004E+11,NE
7389609,1.01004E+11,SW
7389660,1.01004E+11,SW
7389682,1.01004E+11,NE
7390078,1.01004E+11,SW
7390110,1.01004E+11,NE
7390134,391456-101003886917,SE
7390203,1.01004E+11,NW
7390204,1.01004E+11,NW
7390321,1.01004E+11,SW
7390426,1.01004E+11,NW
7390459,1.01004E+11,SE
7390585,1.01004E+11,NE
7390620,1.01004E+11,SE
7390669,1.01004E+11,NE
7390732,1.01004E+11,SW
7390822,1.01004E+11,SW
7390898,1.01004E+11,SE
7390972,1.01004E+11,SW
7391237,1.01004E+11,SW
7391288,1.01004E+11,SE
7391333,1.01004E+11,NW
7391365,1.01004E+11,SW
7391441,1.01004E+11,NE
7391553,391716-101003888722,NE
7391631,1.01004E+11,SW
7391806,391787-101003889007,NE
7391913,1.01004E+11,NW
7392165,1.01004E+11,NE
7392206,1.01004E+11,NE
7392282,1.01004E+11,SE
7392332,1.01004E+11,SE
7392384,1.01004E+11,SW
7392604,1.01004E+11,NW
7392820,391885-101003890189,SE
7393371,1.01004E+11,NE
7393617,1.01004E+11,SE
7393686,1.01004E+11,SW
7393689,1.01004E+11,SW
7393785,1.01004E+11,SE
7393803,1.01004E+11,NE
7394176,1.01004E+11,SW
7394181,1.01004E+11,NW
7394299,1.01004E+11,NW
7394327,1.01004E+11,NE
7394369,1.01004E+11,SE
7394503,392109-101003892262,NW
7394551,1.01004E+11,NW
7394558,1.01004E+11,NW
7394560,1.01004E+11,NW
7394645,1.01004E+11,NW
7394759,1.01004E+11,NW
7394880,1.01004E+11,SE
7395019,1.01004E+11,NE
7395068,1.01004E+11,NW
7395261,392174-101003893242,SW
7395310,1.01004E+11,NE
7395366,1.01004E+11,SW
7395367,1.01004E+11,NW
7395386,1.01004E+11,SW
7395402,1.01004E+11,NW
7395407,1.01004E+11,NW
7395411,1.01004E+11,SW
7395423,392268-101003893422,SW
7395558,1.01004E+11,SE
7395559,1.01004E+11,SE
7395648,1.01004E+11,NW
7395882,1.01004E+11,NW
7395898,1.01004E+11,SE
7395923,1.01004E+11,NW
7395941,1.01004E+11,NW
7396076,1.01004E+11,SE
7396088,1.01004E+11,NW
7396097,1.01004E+11,SW
7396188,1.01004E+11,SW
7396261,1.01004E+11,SE
7396444,1.01004E+11,NW
7396445,1.01004E+11,NW
7396463,1.01004E+11,NW
7396633,1.01004E+11,NE
7396721,1.01004E+11,NE
7396722,1.01004E+11,NE
7396738,1.01004E+11,SW
7396938,1.01004E+11,SW
7397154,1.01004E+11,SE
7397266,392677-101003905599,SW
7397311,1.01004E+11,SW
7397334,1.01004E+11,NW
7397335,1.01004E+11,NW
7397548,1.01004E+11,SW
7397597,1.01004E+11,NW
7397650,392799-101003906070,NW
7397653,1.01004E+11,NW
7397655,1.01004E+11,NW
7397691,1.01004E+11,SW
7397727,1.01004E+11,SW
7397842,1.01004E+11,SW
7397850,1.01004E+11,SW
7397855,1.01004E+11,SW
7398015,1.01004E+11,SE
7398084,1.01004E+11,SE
7398150,1.01004E+11,SE
7398228,1.01004E+11,SW
7398371,1.01004E+11,NE
7398417,1.01004E+11,SW
7398428,1.01004E+11,SW
7398500,1.01004E+11,SW
7398593,392798-101003907216,SW
7398663,1.01004E+11,NE
7398684,1.01004E+11,NW
7398870,1.01004E+11,NW
7398976,1.01004E+11,SW
7398982,1.01004E+11,SW
7399027,1.01004E+11,SW
7399197,1.01004E+11,SE
7399233,1.01004E+11,SW
7399252,1.01004E+11,NW
7399258,1.01004E+11,SW
7399274,1.01004E+11,NE
7399306,1.01004E+11,NW
7399317,1.01004E+11,SE
7399346,1.01004E+11,SE
7399391,1.01004E+11,NE
7399469,1.01004E+11,NE
7399480,1.01004E+11,SW
7399574,1.01004E+11,NW
7399613,1.01004E+11,NW
7399646,1.01004E+11,NE
7399679,1.01004E+11,NW
7399680,1.01004E+11,NW
7399710,393103-101003908509,NW
7399756,1.01004E+11,SW
7399774,1.01004E+11,NW
7399777,393114-101003908583,SW
7399930,1.01004E+11,SW
7399936,1.01004E+11,SW
7399938,1.01004E+11,NE
7399939,1.01004E+11,SW
7399985,1.01004E+11,NE
7400018,1.01004E+11,NE
7400244,1.01004E+11,NW
7400254,1.01004E+11,SW
7400261,1.01004E+11,SW
7400338,1.01004E+11,SW
7400381,1.01004E+11,NE
7400492,1.01004E+11,SE
7400493,1.01004E+11,SW
7400761,393230-101003919902,NE
7400784,1.01004E+11,SW
7400890,1.01004E+11,SE
7401073,1.01004E+11,SW
7401123,1.01004E+11,NE
7401144,1.01004E+11,NW
7401176,1.01004E+11,NE
7401304,1.01004E+11,NE
7401305,1.01004E+11,NE
7401588,1.01004E+11,NW
7401710,393367-101003921094,SW
7401720,393384-101003921104,SW
7401866,1.01004E+11,NE
7401933,1.01004E+11,SW
7401954,1.01004E+11,SE
7402158,393496-101003921594,NW
7402160,393497-101003921596,NE
7402176,393499-101003921612,NE
7402220,1.01004E+11,SE
7402221,1.01004E+11,SE
7402362,1.01004E+11,NW
7402376,1.01004E+11,NW
7402384,1.01004E+11,SE
7402393,1.01004E+11,NW
7402498,1.01004E+11,SW
7402722,1.01004E+11,SW
7402740,1.01004E+11,NW
7402826,1.01004E+11,SE
7402855,393627-101003922369,SW
7402857,393629-101003922370,SW
7402925,1.01004E+11,SE
7402978,1.01004E+11,NE
7403233,1.01004E+11,SE
7403304,1.01004E+11,SE
7403313,1.01004E+11,SE
7403609,393696-101003923400,SW
7403655,1.01004E+11,SW
7403721,1.01004E+11,SE
7403722,1.01004E+11,SE
7403737,1.01004E+11,NW
7403789,1.01004E+11,SE
7403860,1.01004E+11,NE
7403916,1.01004E+11,NW
7403935,1.01004E+11,SE
7403952,1.01004E+11,SE
7403958,1.01004E+11,NW
7403962,1.01004E+11,NW
7404147,1.01004E+11,NE
7404148,1.01004E+11,NE
7404149,1.01004E+11,NE
7404172,1.01004E+11,SE
7404467,1.01004E+11,SW
7404471,1.01004E+11,SW
7404516,1.01004E+11,SW
7404532,1.01004E+11,SE
7404785,393743-101003924948,SW
7404789,393748-101003924952,SW
7404848,393845-101003925011,SW
7404849,393846-101003925012,SW
7404850,393847-101003925013,SW
7404851,393848-101003925014,SW
7404933,1.01004E+11,NW
7405014,393953-101003925193,NE
7405051,1.01004E+11,SW
7405239,1.01004E+11,SW
7405280,1.01004E+11,SW
7405281,1.01004E+11,SW
7405308,1.01004E+11,NW
7405367,1.01004E+11,SW
7405636,1.01004E+11,NW
7405930,1.01004E+11,SW
7405933,1.01004E+11,SW
7406006,1.01004E+11,SW
7406049,1.01004E+11,NW
7406054,1.01004E+11,SE
7406261,394110-101003926699,NW
7406295,1.01004E+11,NW
7406406,1.01004E+11,SW
7406494,1.01004E+11,SE
7406509,394131-101003927026,SE
7406759,1.01004E+11,SE
7406809,1.01004E+11,SW
7406909,1.01004E+11,NW
7407004,1.01004E+11,NE
7407005,1.01004E+11,NW
7407090,1.01004E+11,NE
7407120,1.01004E+11,NW
7407167,1.01004E+11,SE
7407722,1.01004E+11,SW
7407794,1.01004E+11,SW
7408047,1.01004E+11,NW
7408208,1.01004E+11,NW
7408310,1.01004E+11,NW
7408313,1.01004E+11,SE
7408328,1.01004E+11,NE
7408396,1.01004E+11,SE
7408512,394426-101003929445,SW
7408542,1.01004E+11,SE
7408559,1.01004E+11,SW
7408563,1.01004E+11,NW
7408738,1.01004E+11,NE
7408741,1.01004E+11,NE
7408752,1.01004E+11,SE
7408956,1.01004E+11,SE
7409066,1.01004E+11,NW
7409212,1.01004E+11,NW
7409414,1.01004E+11,SW
7409512,1.01004E+11,SE
7409586,1.01004E+11,SW
7409588,1.01004E+11,SW
7409589,1.01004E+11,SW
7409886,394638-101003931132,NE
7410062,1.01004E+11,SW
7410169,1.01004E+11,SE
7410384,1.01004E+11,SW
7410601,1.01004E+11,NW
7410641,1.01004E+11,NE
7410701,1.01004E+11,SW
7410812,1.01004E+11,SW
7410860,1.01004E+11,NE
7411080,1.01004E+11,SW
7411083,1.01004E+11,NE
7411185,1.01004E+11,SE
7411261,1.01004E+11,NE
7411506,1.01004E+11,SE
7411559,1.01004E+11,NE
7411595,1.01004E+11,NE
7411760,1.01004E+11,SW
7411881,1.01004E+11,NE
7412275,1.01004E+11,SE
7412473,394960-101003934417,NW
7412556,1.01004E+11,SW
7412961,1.01004E+11,SW
7413746,1.01004E+11,NW
7414043,1.01004E+11,SE
